_,_,_,_,_,_,_,PO Num,_,Item No,_,Cntr No,MBL No,Inner Qty,Outer Qty,_,_,_,_,HBL No,_,Est. Del
,,,,,,,3447905,,83636E2110,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83636E2115,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83636E2130,,TCLU1976654,COSU6189094840,3,18,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83636E2140,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83615D 080,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83615D 085,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83615D 095,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83615D 110,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83615E2130,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614D 070,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614D 075,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614D 080,,TCLU1976654,COSU6189094840,4,24,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614D 085,,TCLU1976654,COSU6189094840,5,30,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614D 095,,TCLU1976654,COSU6189094840,3,18,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614E2085,,TCLU1976654,COSU6189094840,5,30,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614E2095,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614E2100,,TCLU1976654,COSU6189094840,3,18,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614E2110,,TCLU1976654,COSU6189094840,4,24,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83614E2130,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83621D 100,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83621D 120,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3447905,,83621E2120,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3448500,,83850D 095,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3448500,,83850D 120,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3448500,,83952D 095,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 090,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 095,,TCLU1976654,COSU6189094840,4,24,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 100,,TCLU1976654,COSU6189094840,6,36,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 105,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 110,,TCLU1976654,COSU6189094840,6,36,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 115,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 120,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 130,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960D 140,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2090,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2095,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2100,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2105,,TCLU1976654,COSU6189094840,2,12,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2110,,TCLU1976654,COSU6189094840,3,18,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2115,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2120,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,3449140,,83960E2140,,TCLU1976654,COSU6189094840,1,6,,,,,CHRKHR20085,,03/09/20
,,,,,,,,,,,WBPU7037536,COSU6189093860,,,,,,,CHRKHR20051,,03/14/20
,,,,,,,3435380,,05625M 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3435380,,05625M 115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3435380,,05625W2090,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623M 095,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623M 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623M 115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623M 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623M 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623W2100,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623W2115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3440297,,05623W2140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3446655,,02499D 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,02327B 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,02327D 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,02327D 090,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,02327D 095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 080,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 085,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 090,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 095,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 100,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 105,,WBPU7037536,COSU6189093860,10,60,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 110,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 115,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 120,,WBPU7037536,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506D 130,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2095,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2100,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2105,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2110,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2115,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2120,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506E2130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 095,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 110,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03506H 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 080,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 090,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 095,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 100,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 105,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 110,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 115,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 120,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 130,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512D 140,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2090,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2100,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2105,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2110,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2120,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2130,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512E2140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512H 110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512H 115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,03512H 120,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293D 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293D 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293E2105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293E2110,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293E2115,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293E2120,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3447903,,04293E2130,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266M 040,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266M 060,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266M 075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266M 085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266W2085,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266W2100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266W2105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05266W2130,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 080,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 085,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 090,,WBPU7037536,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 095,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 100,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 105,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 110,,WBPU7037536,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 115,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 120,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 130,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606M 140,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2085,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2090,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2100,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2105,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2115,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2120,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05606W2130,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611M 070,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611M 095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611M 115,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611W2085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611W2095,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05611W2120,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05700M 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448457,,05700M 140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 090,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 095,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 100,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 105,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 110,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 115,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 120,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 140,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499D 150,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2090,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2095,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2100,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2105,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2110,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2115,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2120,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,02499E2130,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 085,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 090,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 095,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 100,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 105,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 110,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 115,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 120,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 130,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293D 140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2085,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2090,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2100,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2105,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2110,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448495,,04293E2120,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610M 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610W2095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610W2105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610W2115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05610W2140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435D 080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435D 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435D 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435D 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435E2110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,00435E2120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 110,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 115,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 130,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280D 150,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2090,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280E2120,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280H 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,02280H 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 085,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 090,,WBPU7037536,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 095,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 110,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
