_,_,_,_,_,_,_,PO Num,_,Item No,_,Cntr No,MBL No,Inner Qty,Outer Qty,_,_,_,_,HBL No,_,Est. Del
,,,,,,,3452271,,03516E2110,,DRYU9159824,HLCUPN7200204315,7,42,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516E2115,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516E2140,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 095,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 100,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 105,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 110,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 115,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 120,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 130,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452271,,03516H 140,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 040,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 050,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 055,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 060,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 065,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 070,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 075,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 080,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 085,,DRYU9159824,HLCUPN7200204315,9,54,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 090,,DRYU9159824,HLCUPN7200204315,12,72,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 095,,DRYU9159824,HLCUPN7200204315,8,48,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 100,,DRYU9159824,HLCUPN7200204315,10,60,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 105,,DRYU9159824,HLCUPN7200204315,8,48,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 110,,DRYU9159824,HLCUPN7200204315,11,66,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 115,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 120,,DRYU9159824,HLCUPN7200204315,5,30,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 130,,DRYU9159824,HLCUPN7200204315,4,24,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266M 140,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2080,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2085,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2090,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2095,,DRYU9159824,HLCUPN7200204315,4,24,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2100,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2105,,DRYU9159824,HLCUPN7200204315,4,24,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2115,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05266W2120,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 070,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 075,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 080,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 085,,DRYU9159824,HLCUPN7200204315,4,24,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 090,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 095,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 100,,DRYU9159824,HLCUPN7200204315,6,36,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 105,,DRYU9159824,HLCUPN7200204315,8,48,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 110,,DRYU9159824,HLCUPN7200204315,7,42,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 115,,DRYU9159824,HLCUPN7200204315,2,12,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 120,,DRYU9159824,HLCUPN7200204315,7,42,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290M 140,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2080,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2090,,DRYU9159824,HLCUPN7200204315,3,18,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2100,,DRYU9159824,HLCUPN7200204315,4,24,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2115,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2120,,DRYU9159824,HLCUPN7200204315,5,30,,,,,CHRKHR20290,,04/30/20
,,,,,,,3452704,,05290W2130,,DRYU9159824,HLCUPN7200204315,1,6,,,,,CHRKHR20290,,04/30/20
,,,,,,,,,,,HLXU5062162,HLCUZS12003AQRC2,,,,,,,319193747ZHN,,05/06/20
,,,,,,,,,,,FTAU1274135,HLCUZS12003AQTF6,,,,,,,319195331ZHN,,05/13/20
,,,,,,,,,,,HLBU1268585,HLCUZS12003AQRD3,,,,,,,319196019ZHN,,05/13/20
,,,,,,,,,,,,172-39786611,,,,,,,319450987ZHN,,04/15/20
,,,,,,,3435380,,05625M 055,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 060,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 065,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 070,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 075,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 085,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 090,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 105,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 115,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 120,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 130,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625M 150,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625W2080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625W2095,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625W2105,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3435380,,05625W2140,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 070,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 090,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 095,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 100,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 105,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 110,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425M 115,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2095,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2100,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2110,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2120,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3450654,,05425W2130,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 055,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 060,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 065,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 070,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 075,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 080,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 085,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 090,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 100,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340B 110,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 050,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 060,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 065,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 070,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 075,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 080,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 085,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 090,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340D 100,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340E2075,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340E2080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3451202,,02340E2090,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 080,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 085,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 090,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 095,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 100,,TCNU1597323,HLCUPN7200204337,9,54,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 105,,TCNU1597323,HLCUPN7200204337,9,54,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 110,,TCNU1597323,HLCUPN7200204337,7,42,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 115,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605M 120,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2080,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2085,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2090,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2095,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2100,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2105,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2115,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2120,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05605W2130,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 075,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 085,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 090,,TCNU1597323,HLCUPN7200204337,7,42,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 100,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 105,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 120,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611M 140,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2080,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2090,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2100,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2105,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2115,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452092,,05611W2120,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 070,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 075,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 085,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 090,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 095,,TCNU1597323,HLCUPN7200204337,10,60,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 100,,TCNU1597323,HLCUPN7200204337,14,84,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 105,,TCNU1597323,HLCUPN7200204337,14,84,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 110,,TCNU1597323,HLCUPN7200204337,15,90,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 115,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 120,,TCNU1597323,HLCUPN7200204337,14,84,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 130,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240D 140,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2075,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2080,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2085,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2090,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2095,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2100,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2105,,TCNU1597323,HLCUPN7200204337,11,66,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2115,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2120,,TCNU1597323,HLCUPN7200204337,8,48,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2130,,TCNU1597323,HLCUPN7200204337,8,48,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240E2140,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240H 085,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240H 090,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240H 095,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240H 120,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02240H 130,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 070,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 080,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 085,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 090,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 095,,TCNU1597323,HLCUPN7200204337,7,42,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 100,,TCNU1597323,HLCUPN7200204337,7,42,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 105,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 110,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 115,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 120,,TCNU1597323,HLCUPN7200204337,5,30,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 130,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241D 140,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2085,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2090,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2100,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2105,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2115,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2120,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2130,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,02241E2140,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 075,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 085,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 090,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 095,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 100,,TCNU1597323,HLCUPN7200204337,9,54,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 105,,TCNU1597323,HLCUPN7200204337,8,48,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 110,,TCNU1597323,HLCUPN7200204337,8,48,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 115,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 120,,TCNU1597323,HLCUPN7200204337,9,54,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402D 130,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2095,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2105,,TCNU1597323,HLCUPN7200204337,7,42,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2110,,TCNU1597323,HLCUPN7200204337,6,36,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2115,,TCNU1597323,HLCUPN7200204337,4,24,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2120,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2130,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402E2140,,TCNU1597323,HLCUPN7200204337,3,18,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402H 105,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402H 110,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402H 120,,TCNU1597323,HLCUPN7200204337,1,6,,,,,CHRKHR20328,,05/07/20
,,,,,,,3452271,,04402H 130,,TCNU1597323,HLCUPN7200204337,2,12,,,,,CHRKHR20328,,05/07/20
